cal_r,cal_g,cal_b,L_star,a_star,b_star,hue,sat,val,delta_e,temperature_c,humidity_pct,strip_age_days,dose_ppm_min
227.55,220.8,200.18,88.07,-1.15,10.95,46.0,12.2,89.4,8.33,28.6,62.2,18.7,67.0
163.96,147.54,123.26,61.97,2.13,15.09,36.0,25.1,64.3,34.61,27.2,44.8,30.0,412.3
240.95,234.81,216.63,93.01,-0.98,9.56,46.0,9.8,94.5,3.38,34.9,65.6,3.7,14.1
94.26,74.72,54.94,33.27,5.16,14.93,30.0,41.6,36.9,63.18,23.7,39.1,3.4,1136.5
213.57,201.68,181.55,81.67,0.8,11.54,38.0,14.9,83.9,14.56,16.7,44.6,60.0,162.5
75.23,60.02,43.36,26.5,3.92,12.82,32.0,42.7,29.4,69.69,20.4,55.2,29.1,1391.8
62.93,44.05,31.28,19.88,6.76,11.7,24.0,51.0,24.7,76.42,43.4,60.7,22.8,1505.3
207.15,195.68,172.66,79.4,0.2,13.01,40.0,16.5,81.2,17.08,23.4,59.5,14.7,166.4
60.47,42.76,30.82,19.16,6.34,10.99,24.0,48.2,23.5,77.09,25.3,59.0,9.2,1774.4
103.51,84.83,63.86,37.4,4.37,15.14,32.0,38.4,40.8,59.05,22.6,78.1,5.4,891.7
214.47,206.33,181.78,82.93,-1.27,13.23,46.0,14.9,83.9,13.85,34.0,38.9,32.2,128.4
76.71,58.73,43.01,26.28,5.42,12.78,28.0,44.3,30.2,70.0,19.2,57.6,43.9,1396.4
208.41,195.2,173.81,79.41,1.1,12.42,38.0,16.5,81.6,16.95,21.5,56.6,32.8,179.0
200.94,186.88,167.56,76.5,1.77,11.58,34.0,16.5,78.8,19.71,33.1,53.2,54.8,201.2
247.0,239.62,221.75,94.79,-0.5,9.52,44.0,10.2,96.9,1.65,23.9,57.6,55.7,0.0
220.53,212.71,192.3,85.28,-0.74,11.05,44.0,12.9,86.7,10.98,24.3,55.5,23.4,101.9
69.4,50.83,35.76,22.86,6.05,12.8,28.0,47.8,27.1,73.45,28.1,55.7,24.7,1441.2
63.99,44.8,31.44,20.25,6.81,12.11,26.0,51.4,25.1,76.08,33.0,49.9,46.4,1678.0
93.8,73.62,55.85,32.92,5.76,13.88,28.0,40.4,36.9,63.49,27.6,55.8,39.5,1077.7
241.72,235.82,215.51,93.3,-1.41,10.56,46.0,10.6,94.9,3.66,28.2,34.6,28.6,13.8
242.53,238.47,222.94,94.19,-1.27,7.99,46.0,8.2,95.3,2.73,17.3,74.8,55.8,0.0
59.25,42.3,27.73,18.79,5.63,12.56,28.0,52.5,23.1,77.46,27.4,61.5,38.3,1759.6
148.37,131.44,106.94,55.83,2.45,15.61,36.0,27.8,58.0,40.76,35.7,73.8,30.2,448.6
134.83,118.47,94.53,50.71,2.43,15.52,34.0,29.8,52.9,45.8,30.7,54.4,1.6,592.3
112.58,91.79,72.23,40.53,5.37,14.46,30.0,36.5,44.3,55.95,30.8,31.9,52.9,897.1
91.8,74.85,52.56,32.98,3.62,15.98,34.0,42.4,36.1,63.48,33.4,69.0,40.6,1013.8
112.0,93.38,71.28,40.9,4.03,15.51,32.0,36.5,43.9,55.6,30.5,52.2,54.2,851.5
244.94,239.98,221.39,94.72,-1.45,9.57,48.0,9.8,96.1,2.4,29.9,61.7,48.7,0.0
234.48,223.49,204.23,89.39,0.56,10.78,38.0,12.9,91.8,6.85,29.3,65.9,58.6,51.0
103.83,85.42,62.26,37.57,3.95,16.35,32.0,40.4,40.8,58.99,26.4,56.0,39.2,934.5
211.07,199.8,178.89,80.92,0.45,11.87,40.0,15.3,82.7,15.35,40.9,55.3,13.3,134.1
64.24,46.14,34.01,20.75,6.38,11.05,24.0,47.1,25.1,75.51,26.9,73.6,51.7,1614.7
114.9,97.28,74.52,42.37,3.43,15.62,34.0,34.9,45.1,54.12,38.2,30.1,46.0,823.5
193.17,181.73,157.09,74.28,-0.02,14.02,42.0,18.8,75.7,22.3,29.5,82.3,28.0,209.8
243.01,241.67,221.45,95.0,-2.97,9.92,58.0,9.0,95.3,3.73,25.7,52.1,33.0,0.0
246.24,240.51,222.2,94.97,-1.15,9.53,48.0,9.8,96.5,2.02,39.1,58.6,35.8,0.0
222.92,214.77,193.64,86.03,-0.74,11.43,44.0,12.9,87.5,10.34,34.0,84.8,54.8,83.9
246.42,240.27,221.73,94.91,-1.03,9.69,46.0,9.8,96.5,2.0,16.1,52.6,6.6,0.0
228.89,222.88,201.93,88.74,-1.47,11.0,46.0,11.8,89.8,7.78,33.0,63.2,32.6,60.0
242.02,236.34,217.41,93.49,-1.26,9.85,46.0,10.2,94.9,3.18,19.0,50.5,8.0,16.4
60.75,46.99,31.8,20.52,3.76,12.14,32.0,47.5,23.9,75.62,33.3,36.1,1.4,1728.4
167.21,150.44,124.54,63.06,2.01,15.94,36.0,25.1,65.5,33.7,31.6,52.8,55.6,397.6
138.69,122.88,98.71,52.39,2.12,15.47,36.0,28.6,54.5,44.12,28.6,32.0,48.7,628.1
94.06,73.94,55.75,33.04,5.67,14.11,28.0,40.4,36.9,63.38,29.3,81.3,57.7,1018.4
244.92,238.63,221.72,94.39,-0.73,8.93,44.0,9.4,96.1,2.03,29.5,59.6,22.9,0.0
235.73,230.02,210.77,91.27,-1.3,10.06,46.0,10.6,92.5,5.17,30.4,54.9,14.5,34.0
212.25,202.92,180.92,81.86,-0.43,12.14,42.0,14.5,83.1,14.51,25.7,49.6,23.5,144.7
69.74,53.05,37.24,23.6,4.95,12.83,30.0,47.1,27.5,72.64,36.2,71.4,43.7,1377.8
136.17,118.63,93.87,50.88,2.8,16.15,36.0,31.0,53.3,45.74,23.8,62.9,9.1,591.3
138.25,119.19,95.95,51.28,3.65,15.52,32.0,30.6,54.1,45.3,28.8,82.2,30.7,539.8
62.52,46.18,30.85,20.47,5.08,12.75,28.0,51.0,24.7,75.76,30.2,44.9,1.5,1711.7
233.49,225.38,207.61,89.86,-0.22,9.67,40.0,10.6,91.4,6.22,30.0,64.0,29.4,43.7
234.18,231.85,208.53,91.57,-3.14,11.63,56.0,10.6,91.8,6.31,33.8,46.5,17.5,36.6
58.86,40.03,26.97,18.03,6.88,12.07,24.0,54.1,23.1,78.29,21.0,57.6,4.1,1948.8
60.81,44.01,29.28,19.55,5.47,12.55,28.0,52.5,23.9,76.69,36.8,66.3,24.6,1599.4
63.68,46.92,32.09,20.87,5.32,12.48,28.0,50.2,25.1,75.36,24.8,56.3,58.1,1729.8
245.31,240.65,220.33,94.89,-1.84,10.37,50.0,10.2,96.1,2.93,27.9,66.5,54.9,0.0
78.7,60.91,42.7,27.16,4.93,14.2,30.0,45.5,31.0,69.18,33.9,45.1,24.9,1262.9
200.39,186.57,167.16,76.37,1.66,11.6,36.0,16.5,78.4,19.84,26.4,73.3,33.8,193.1
199.14,186.71,166.1,76.27,0.96,12.03,38.0,16.5,78.0,19.97,22.0,56.4,18.5,207.9
151.64,133.58,108.6,56.75,2.82,15.99,34.0,28.2,59.6,39.94,21.4,66.8,19.1,494.0
102.54,83.5,62.15,36.87,4.52,15.46,30.0,40.0,40.4,59.62,22.0,62.9,4.6,947.2
145.49,127.07,105.12,54.33,3.48,14.54,34.0,27.5,56.9,42.14,18.4,55.7,52.6,599.3
56.73,44.14,29.63,19.08,3.35,11.6,32.0,47.5,22.4,77.02,22.5,47.1,9.4,1876.3
139.05,122.44,99.61,52.32,2.65,14.86,34.0,28.2,54.5,44.12,16.3,53.6,43.4,641.7
175.62,162.61,139.4,67.36,0.87,13.78,38.0,21.2,69.0,29.04,29.5,29.1,39.4,348.8
60.13,43.38,29.12,19.26,5.53,12.27,28.0,51.8,23.5,76.97,24.3,35.3,28.4,1893.1
58.79,42.11,28.72,18.69,5.65,11.75,26.0,51.0,23.1,77.53,31.1,60.6,16.5,1690.4
120.0,100.65,77.49,43.91,4.07,16.02,34.0,35.7,47.1,52.68,24.7,30.4,32.2,831.2
215.24,204.43,184.61,82.57,0.44,11.22,38.0,14.1,84.3,13.61,36.0,42.3,27.5,122.4
61.03,45.64,29.82,20.09,4.55,12.91,30.0,51.0,23.9,76.12,25.6,44.9,59.4,1912.4
55.18,40.08,26.6,17.54,4.92,11.59,28.0,51.0,21.6,78.63,26.3,72.3,11.4,1787.6
125.3,108.12,85.15,46.7,3.04,15.37,34.0,32.2,49.0,49.77,28.2,48.9,28.2,689.5
190.32,174.29,151.22,71.97,1.99,13.93,36.0,20.4,74.5,24.58,15.0,34.2,54.5,321.0
124.57,104.64,82.63,45.6,4.41,15.35,32.0,33.7,49.0,50.95,23.4,62.6,12.5,706.6
168.55,151.3,129.25,63.51,2.77,13.95,34.0,23.5,66.3,32.94,35.6,50.2,36.9,357.8
61.97,45.01,29.51,20.01,5.41,13.03,28.0,51.8,24.3,76.26,30.8,77.3,13.2,1563.9
78.43,58.08,38.88,26.21,6.14,15.39,30.0,50.2,30.6,70.31,22.1,56.2,53.2,1446.3
88.97,67.52,48.96,30.45,6.42,14.81,28.0,45.1,34.9,66.07,26.8,60.8,33.8,1135.1
175.21,159.27,135.35,66.36,1.92,14.61,36.0,22.7,68.6,30.2,36.5,31.4,16.3,341.5
236.73,229.41,210.92,91.2,-0.62,9.89,42.0,11.0,92.9,5.01,22.3,71.5,44.9,35.4
50.35,34.63,24.37,15.14,5.88,9.84,26.0,52.2,19.6,81.04,30.4,76.3,7.9,1998.8
242.29,236.77,219.24,93.66,-1.09,9.15,46.0,9.4,94.9,2.83,23.4,66.0,1.2,5.0
137.76,119.78,97.93,51.43,3.4,14.58,34.0,29.0,54.1,45.01,37.6,41.2,3.6,564.5
123.52,104.28,81.24,45.36,3.98,15.83,32.0,34.5,48.6,51.22,31.2,59.6,21.5,692.7
82.15,64.99,45.75,28.84,4.37,14.55,32.0,43.9,32.2,67.5,27.1,49.8,40.9,1257.9
86.91,67.43,48.14,30.16,5.4,14.9,30.0,44.7,34.1,66.29,30.4,60.9,36.9,1114.0
245.69,240.92,222.77,95.04,-1.45,9.33,46.0,9.4,96.5,2.2,37.3,36.6,6.8,0.0
155.35,137.3,114.71,58.24,3.13,14.61,34.0,25.9,60.8,38.26,31.4,74.9,28.0,410.7
103.93,83.11,62.64,36.93,5.45,15.26,30.0,39.6,40.8,59.61,38.3,52.9,13.3,895.5
106.68,88.13,65.13,38.71,3.97,16.19,32.0,39.2,42.0,57.84,29.8,57.7,1.9,862.0
64.71,47.37,34.03,21.18,5.79,11.62,26.0,47.8,25.5,75.05,20.4,59.4,2.8,1672.9
166.29,148.58,126.36,62.52,2.95,14.15,34.0,23.9,65.1,33.96,27.1,68.9,31.6,374.0
85.42,68.42,48.33,30.29,4.09,14.91,32.0,43.5,33.3,66.07,32.7,66.9,37.1,1095.2
174.53,159.26,132.96,66.24,1.3,15.77,38.0,23.9,68.6,30.53,23.7,37.6,6.9,372.2
113.24,93.9,70.11,41.15,4.1,16.59,34.0,38.0,44.3,55.49,32.1,62.8,21.3,767.6
59.77,43.69,30.02,19.33,5.26,11.75,28.0,50.2,23.5,76.87,28.7,62.6,45.1,1734.1
62.05,46.09,33.7,20.44,5.29,10.8,26.0,45.1,24.3,75.73,28.5,62.3,28.5,1603.4
68.55,50.0,33.99,22.46,5.95,13.43,28.0,50.6,27.1,73.87,20.3,51.6,27.1,1651.3
241.04,239.9,220.67,94.39,-2.88,9.43,58.0,8.2,94.5,3.77,35.3,59.0,34.5,0.0
243.48,238.89,222.74,94.36,-1.19,8.35,48.0,8.2,95.3,2.44,23.4,72.7,48.0,0.0
73.9,56.29,39.59,25.13,5.18,13.42,28.0,45.9,29.0,71.16,26.1,58.7,53.8,1448.3
177.19,161.1,134.3,66.99,1.54,16.11,38.0,24.3,69.4,29.89,36.9,52.6,54.7,326.4
114.86,94.75,74.39,41.65,4.9,14.72,30.0,35.7,45.1,54.83,17.3,45.0,40.2,916.0
237.55,231.48,212.93,91.83,-1.06,9.75,44.0,10.6,93.3,4.51,32.2,55.9,59.2,29.9
137.34,118.48,93.89,50.95,3.39,16.25,34.0,31.4,53.7,45.72,18.6,51.9,19.5,652.2
106.24,87.42,66.34,38.48,4.37,15.14,32.0,37.6,41.6,57.98,31.7,52.6,8.9,864.9
203.75,193.27,170.9,78.46,-0.05,12.59,40.0,16.1,80.0,17.91,31.9,69.8,52.2,171.7
173.36,156.0,132.01,65.25,2.48,14.9,36.0,23.5,67.8,31.37,31.4,72.9,43.4,338.8
71.16,53.38,37.3,23.88,5.44,13.18,28.0,47.8,27.8,72.41,26.7,55.1,48.8,1528.5
97.13,80.13,56.23,35.19,3.32,16.74,36.0,42.4,38.0,61.37,32.3,42.7,51.1,1043.2
57.32,42.58,29.51,18.66,4.7,11.14,28.0,47.5,22.4,77.48,27.8,47.3,44.2,1929.2
223.79,217.5,193.99,86.8,-1.78,12.35,46.0,13.3,87.8,10.05,27.8,56.6,48.9,90.8
123.3,102.7,79.96,44.88,4.64,15.92,32.0,34.9,48.2,51.75,32.7,61.3,31.1,693.1
161.82,146.5,119.93,61.42,1.37,16.17,38.0,25.9,63.5,35.33,36.8,51.5,14.6,391.2
134.51,116.76,91.18,50.14,2.8,16.68,36.0,32.5,52.9,46.56,30.1,41.8,1.3,617.3
233.32,224.76,206.78,89.67,-0.09,9.83,42.0,11.0,91.4,6.41,21.6,64.4,11.7,50.3
169.24,154.77,131.36,64.55,1.45,14.22,38.0,22.4,66.3,31.89,27.4,51.1,40.2,374.1
120.08,101.24,79.79,44.13,4.08,14.96,32.0,33.3,47.1,52.33,22.7,35.9,35.5,821.1
212.07,202.31,178.44,81.64,-0.57,13.14,42.0,16.1,83.1,14.98,23.6,53.9,35.6,147.9
64.77,46.65,32.17,20.93,6.06,12.53,28.0,50.6,25.5,75.36,26.9,39.7,24.4,1677.7
238.81,232.26,212.71,92.12,-1.06,10.29,44.0,11.0,93.7,4.38,19.1,39.5,44.5,30.4
71.29,53.34,38.5,23.91,5.69,12.44,28.0,46.7,27.8,72.36,29.3,43.7,35.4,1472.5
156.9,140.31,115.95,59.22,2.25,15.3,36.0,26.3,61.6,37.36,31.0,23.5,24.1,476.6
67.07,48.36,33.74,21.78,6.27,12.66,26.0,49.4,26.3,74.53,30.8,63.6,50.1,1527.5
177.44,159.13,135.36,66.52,2.87,14.86,34.0,23.9,69.4,30.15,35.4,36.9,32.0,333.0
230.42,221.59,202.37,88.54,-0.19,10.5,42.0,12.2,90.2,7.64,22.3,55.1,18.3,68.1
184.87,170.67,146.51,70.45,1.14,14.31,38.0,20.4,72.5,26.1,26.2,57.9,38.9,283.5
208.19,197.3,175.49,79.97,0.18,12.31,40.0,15.7,81.6,16.37,25.2,57.9,56.3,169.6
60.17,44.11,29.03,19.49,5.04,12.63,30.0,51.8,23.5,76.73,18.6,43.9,43.5,1949.9
81.34,62.2,41.71,27.84,5.25,15.78,30.0,48.2,31.8,68.66,25.8,41.5,29.7,1313.8
75.98,59.24,39.3,26.27,4.25,15.13,32.0,48.6,29.8,70.1,25.5,45.9,42.0,1446.4
247.66,240.79,221.75,95.14,-0.87,10.01,44.0,10.6,97.3,1.91,24.6,67.5,53.5,0.0
219.25,210.04,188.56,84.42,-0.4,11.79,42.0,13.7,85.9,11.95,24.2,70.9,53.6,114.2
124.05,100.68,79.9,44.4,6.15,15.31,28.0,35.3,48.6,52.29,32.9,60.4,49.7,717.0
245.52,238.62,221.96,94.44,-0.48,8.88,42.0,9.8,96.5,1.85,20.6,53.8,7.5,0.0
196.53,184.04,161.84,75.27,0.75,12.88,38.0,17.6,77.3,21.09,35.7,39.3,20.0,212.7
211.75,197.79,176.57,80.41,1.4,12.39,36.0,16.5,83.1,15.98,23.6,48.8,54.8,164.2
111.08,93.02,71.66,40.7,3.89,15.01,32.0,35.3,43.5,55.73,20.5,71.8,55.3,870.1
149.99,131.22,109.0,55.97,3.54,14.64,32.0,27.5,58.8,40.54,29.4,53.7,14.3,490.4
233.96,227.95,203.95,90.46,-1.95,12.44,48.0,12.9,91.8,6.97,32.9,48.7,13.5,50.4
223.57,215.67,194.94,86.34,-0.76,11.19,44.0,12.9,87.8,9.98,32.2,70.7,33.1,79.0
57.11,41.09,25.66,18.09,5.09,12.99,30.0,54.5,22.4,78.15,26.9,65.1,35.3,1861.8
75.02,58.27,37.48,25.82,4.17,15.7,34.0,50.6,29.4,70.59,31.1,70.9,1.3,1291.3
66.75,47.37,31.62,21.39,6.5,13.55,26.0,52.2,26.3,74.99,28.2,68.1,17.4,1502.7
73.95,55.62,38.84,24.93,5.54,13.63,30.0,47.5,29.0,71.4,18.5,69.3,4.5,1439.8
238.01,231.79,213.54,91.96,-0.97,9.62,46.0,10.2,93.3,4.34,30.1,56.7,50.6,27.7
63.63,45.91,31.64,20.54,5.92,12.35,26.0,50.2,25.1,75.73,34.1,59.1,54.6,1587.5
236.21,227.79,208.75,90.7,-0.32,10.31,42.0,11.4,92.5,5.52,29.3,56.0,50.6,45.8
81.53,62.46,45.97,28.02,5.73,13.31,26.0,43.9,32.2,68.32,26.0,42.1,26.6,1284.1
217.97,209.62,189.53,84.23,-0.49,10.99,42.0,12.9,85.5,11.98,22.5,36.6,5.1,118.6
220.38,211.36,189.86,84.87,-0.48,11.76,42.0,13.7,86.3,11.51,31.2,47.1,8.2,104.9
83.9,66.65,47.51,29.57,4.38,14.45,32.0,42.7,32.9,66.77,34.6,75.8,18.5,1063.3
112.44,94.33,70.02,41.19,3.48,16.67,34.0,37.6,43.9,55.42,17.1,43.4,57.7,988.4
129.18,111.19,88.03,48.0,3.32,15.52,34.0,31.8,50.6,48.52,32.7,72.8,47.0,620.3
99.19,77.11,58.88,34.6,6.48,14.36,28.0,40.4,38.8,61.92,30.5,60.1,1.3,951.7
240.84,236.18,214.98,93.31,-1.98,10.84,48.0,11.0,94.5,4.1,32.2,41.3,29.6,21.1
245.66,238.9,222.37,94.53,-0.5,8.8,42.0,9.8,96.5,1.79,21.3,64.6,43.2,0.0
101.99,82.2,62.46,36.45,5.11,14.69,30.0,39.2,40.0,60.0,23.5,63.5,47.6,983.4
55.02,38.97,28.21,17.21,5.81,10.05,24.0,49.0,21.6,78.98,30.2,64.1,35.5,1859.5
71.24,53.45,38.08,23.92,5.54,12.74,28.0,46.7,27.8,72.35,27.2,40.3,4.0,1508.2
190.95,176.01,156.22,72.58,2.07,12.08,34.0,18.4,74.9,23.67,23.0,28.2,47.9,283.1
206.03,195.24,173.19,79.21,0.11,12.44,40.0,16.1,80.8,17.14,28.9,59.7,55.8,174.7
94.19,78.13,57.47,34.31,3.36,14.75,34.0,39.2,36.9,62.02,32.0,61.2,36.6,982.1
70.36,51.93,38.06,23.36,6.1,11.98,26.0,45.9,27.5,72.92,22.8,54.4,46.6,1519.2
116.58,98.31,76.16,42.87,3.78,15.35,32.0,34.9,45.9,53.61,15.0,56.9,8.1,848.6
55.0,39.04,27.42,17.21,5.65,10.59,26.0,51.0,21.6,78.97,21.5,66.0,32.8,1981.0
138.59,119.21,97.2,51.34,3.96,14.89,32.0,30.2,54.5,45.18,26.0,57.7,47.1,604.6
73.57,56.48,39.78,25.16,4.92,13.32,28.0,45.9,29.0,71.11,31.3,45.8,46.4,1403.4
244.56,241.81,219.99,95.12,-2.74,10.86,52.0,10.2,96.1,3.84,30.9,56.8,10.9,0.0
57.49,41.07,25.7,18.14,5.3,13.03,30.0,54.5,22.4,78.11,25.5,42.1,9.8,1972.3
110.15,88.98,68.09,39.39,5.42,15.37,30.0,38.0,43.1,57.18,24.8,55.0,49.2,906.3
80.99,61.25,43.59,27.55,5.93,14.2,28.0,45.5,31.8,68.86,29.0,48.8,32.2,1273.9
226.47,216.09,199.37,86.77,0.76,9.51,38.0,11.8,88.6,9.25,36.1,39.9,39.7,76.8
166.97,153.27,128.18,63.87,0.9,15.03,38.0,23.5,65.5,32.69,26.8,48.7,46.5,392.0
179.99,164.77,145.53,68.45,2.32,11.98,34.0,18.8,70.6,27.77,31.7,61.2,35.7,286.7
242.99,238.94,221.82,94.32,-1.53,8.76,48.0,8.6,95.3,2.65,31.6,46.7,14.1,0.0
106.77,88.33,65.97,38.79,4.01,15.79,32.0,38.4,42.0,57.72,22.1,53.8,6.5,926.9
60.08,43.38,30.95,19.3,5.75,11.08,24.0,48.2,23.5,76.91,27.6,47.0,49.6,1872.5
142.58,124.2,100.4,53.16,3.23,15.61,34.0,30.2,56.1,43.43,24.8,49.0,43.5,583.0
152.16,136.13,110.62,57.54,1.89,15.92,36.0,27.1,59.6,39.1,31.0,41.8,34.7,488.7
230.79,221.29,201.08,88.47,-0.11,11.08,40.0,12.9,90.6,7.84,28.0,56.9,35.1,62.7
128.45,109.68,85.73,47.46,3.57,16.12,34.0,32.9,50.2,49.16,32.2,71.5,59.6,656.8
67.8,49.03,35.59,22.11,6.43,11.89,24.0,47.1,26.7,74.18,29.1,56.2,30.2,1474.9
149.87,130.5,105.95,55.7,3.45,16.02,34.0,29.4,58.8,41.01,27.8,64.1,44.3,504.1
242.85,240.37,222.54,94.68,-2.19,8.91,52.0,8.2,95.3,3.0,33.1,71.6,50.6,0.0
86.89,69.33,49.0,30.74,4.3,15.11,32.0,43.5,34.1,65.66,34.9,72.2,33.4,1027.2
178.04,162.59,137.84,67.54,1.58,14.92,38.0,22.4,69.8,29.09,36.1,34.5,2.8,313.1
139.67,119.26,97.64,51.47,4.45,14.83,30.0,30.2,54.9,45.08,25.1,48.8,8.0,598.5
57.68,41.36,27.93,18.3,5.49,11.75,26.0,51.8,22.7,77.91,15.7,80.1,38.6,1875.5
82.84,64.62,44.78,28.79,4.81,15.12,32.0,45.9,32.5,67.63,26.0,47.0,18.4,1274.1
110.7,92.11,69.94,40.37,4.02,15.59,32.0,36.9,43.5,56.13,27.9,41.5,9.2,867.3
142.5,125.97,101.23,53.66,2.31,15.81,36.0,29.4,56.1,42.92,22.2,69.3,32.3,556.1
114.27,94.03,73.72,41.37,4.98,14.73,30.0,34.9,44.7,55.11,29.2,46.3,42.5,833.0
64.84,48.56,33.24,21.54,4.96,12.63,30.0,49.4,25.5,74.68,28.2,65.1,51.3,1631.1
164.34,146.35,120.25,61.62,2.51,16.3,36.0,26.7,64.3,35.2,27.5,53.0,59.3,432.8
246.18,240.38,221.28,94.91,-1.25,9.92,46.0,10.2,96.5,2.26,21.2,59.9,47.2,0.0
245.11,239.21,221.78,94.55,-0.94,9.13,44.0,9.4,96.1,2.05,31.3,57.0,47.2,0.0
97.55,82.67,60.81,36.07,2.57,15.11,36.0,37.6,38.4,60.28,35.8,71.6,9.6,866.9
76.65,57.03,40.01,25.7,6.09,13.96,28.0,48.2,30.2,70.7,32.1,27.7,52.9,1481.1
209.3,197.67,175.87,80.16,0.45,12.39,40.0,15.7,82.0,16.2,31.4,45.7,32.1,160.4
175.9,158.73,135.16,66.27,2.45,14.6,36.0,23.1,69.0,30.32,28.3,72.9,44.7,332.0
245.45,240.32,223.43,94.89,-1.12,8.76,46.0,9.0,96.1,1.98,27.8,52.5,47.4,0.0
75.38,56.17,39.94,25.29,6.03,13.43,28.0,46.7,29.4,71.06,28.6,37.1,58.7,1515.8
70.06,53.0,34.69,23.57,4.81,14.46,30.0,49.8,27.5,72.76,30.3,37.7,20.4,1530.7
96.1,77.51,59.03,34.37,4.84,13.9,30.0,38.4,37.6,61.98,33.5,66.2,3.9,923.0
197.57,182.81,160.26,75.0,1.55,13.37,36.0,19.2,77.6,21.48,27.3,42.9,53.3,233.3
53.71,39.77,27.84,17.28,4.54,10.36,28.0,48.2,21.2,78.84,30.1,76.0,43.0,1845.7
144.44,127.83,104.62,54.42,2.54,14.94,36.0,27.1,56.5,42.05,16.1,56.0,32.3,573.5
141.63,124.08,100.8,53.05,2.96,15.2,34.0,29.0,55.7,43.46,33.5,59.3,12.9,520.6
245.63,241.55,221.19,95.16,-2.04,10.31,50.0,10.2,96.5,2.98,33.7,53.2,34.4,0.0
216.33,204.34,185.56,82.66,1.04,10.85,36.0,13.7,84.7,13.48,24.3,64.1,35.3,126.4
244.78,240.67,221.74,94.89,-1.8,9.63,50.0,9.4,96.1,2.63,24.6,65.4,1.5,0.0
60.85,47.49,30.53,20.66,3.32,13.17,32.0,49.0,23.9,75.51,24.8,76.8,45.4,1655.9
57.86,38.51,27.28,17.44,7.44,11.05,24.0,53.3,22.7,78.89,39.3,59.8,9.1,1705.0
131.73,112.89,87.94,48.73,3.41,16.6,34.0,33.3,51.8,47.97,26.5,52.4,16.5,648.1
121.7,101.82,78.95,44.44,4.32,15.91,32.0,35.3,47.8,52.16,30.1,63.6,55.4,751.7
98.56,80.15,60.11,35.43,4.48,14.71,30.0,39.2,38.8,60.97,28.2,68.7,6.2,928.0
109.62,90.65,68.19,39.81,4.18,15.87,32.0,38.0,43.1,56.73,32.6,54.1,10.4,804.6
84.59,65.5,45.89,29.28,5.23,15.1,30.0,45.9,33.3,67.17,22.8,70.0,57.9,1254.5
74.1,55.48,39.44,24.91,5.78,13.23,28.0,47.5,29.0,71.41,40.2,71.5,39.0,1213.1
201.46,189.82,166.15,77.27,0.18,13.44,42.0,17.3,78.8,19.25,29.7,50.9,51.6,200.1
125.72,106.59,83.7,46.28,3.92,15.66,32.0,33.3,49.4,50.28,19.4,54.0,26.7,750.6
84.27,67.17,47.51,29.77,4.23,14.71,32.0,42.7,32.9,66.58,37.9,59.7,43.1,1086.7
77.6,59.96,38.12,26.65,4.43,16.43,34.0,51.4,30.6,69.86,29.3,45.5,35.1,1378.9
81.08,62.45,41.65,27.88,4.96,15.86,30.0,48.2,31.8,68.61,21.4,85.0,15.5,1202.1
109.2,86.76,65.71,38.61,6.01,15.75,30.0,39.6,42.7,58.05,23.8,53.7,41.3,939.1
109.4,87.72,67.52,38.94,5.77,15.1,30.0,37.6,42.7,57.63,29.3,62.1,3.2,829.7
128.66,109.73,86.14,47.51,3.68,15.94,34.0,33.3,50.6,49.09,27.1,52.4,28.0,675.2
173.86,159.03,135.71,66.18,1.58,14.15,36.0,22.0,68.2,30.28,16.2,64.3,25.3,365.1
177.42,161.07,139.51,67.12,2.42,13.4,34.0,20.8,69.4,29.28,30.8,58.9,55.9,327.5
58.78,43.68,29.58,19.19,4.7,11.84,28.0,49.0,23.1,76.98,19.1,64.8,38.0,1848.4
55.64,38.93,28.12,17.28,6.14,10.22,24.0,49.8,22.0,78.93,30.4,42.4,18.6,1905.9
216.04,205.71,184.24,82.96,0.01,11.97,42.0,14.9,84.7,13.38,30.2,60.5,30.0,119.7
76.29,58.15,40.68,26.0,5.28,13.91,30.0,45.9,29.8,70.33,35.2,80.0,54.6,1240.9
63.46,46.59,31.2,20.72,5.32,12.87,30.0,51.0,24.7,75.53,26.2,20.0,13.9,1842.1
74.68,57.56,38.32,25.59,4.57,14.85,32.0,49.4,29.4,70.77,29.3,54.5,33.9,1360.8
61.34,45.14,30.65,20.0,5.15,12.24,28.0,49.0,23.9,76.21,23.6,63.7,44.0,1746.1
243.33,238.71,222.79,94.31,-1.14,8.25,48.0,8.2,95.3,2.47,26.8,42.7,18.8,0.0
143.69,129.62,103.01,54.81,0.98,16.39,40.0,28.6,56.5,41.85,36.6,29.4,15.3,535.5
63.31,46.34,30.54,20.61,5.33,13.16,28.0,51.0,24.7,75.66,29.7,46.4,5.4,1710.4
152.55,135.56,111.9,57.44,2.56,15.08,36.0,26.7,60.0,39.09,45.0,71.2,47.5,406.3
131.43,113.78,88.85,48.96,2.89,16.39,36.0,32.2,51.4,47.68,35.6,60.8,40.3,601.3
241.84,235.57,219.25,93.33,-0.64,8.66,44.0,9.4,94.9,2.92,29.9,58.6,57.9,11.3
134.42,111.58,89.98,48.68,5.6,15.39,30.0,32.9,52.5,48.02,28.3,59.9,5.3,624.0
49.99,35.39,25.53,15.36,5.33,9.31,22.0,47.8,19.6,80.79,23.7,85.0,13.0,1972.1
