chemical_state_id,image_id,split,dose_ppm_min,cal_r,cal_g,cal_b,L_star,a_star,b_star,hue,sat,val,delta_e,uniformity_score,noise_std,temperature_c,humidity_pct,strip_age_days
CHEM-VA-0075,img_validation_0075_var06,validation,0.0,246.0,240.6,221.7,94.96,-1.35,9.76,46.0,10.2,96.5,2.25,0.542,16.01,22.0,44.1,30.3
CHEM-VA-0075,img_validation_0075_var07,validation,0.0,243.9,240.9,224.6,94.94,-1.76,8.22,50.0,7.8,95.3,2.62,0.966,1.17,21.5,33.3,26.9
CHEM-VA-0075,img_validation_0075_var09,validation,0.0,244.2,239.6,222.6,94.6,-1.34,8.77,46.0,9.0,95.7,2.32,0.557,15.51,33.5,45.1,9.5
CHEM-VA-0075,img_validation_0075_var10,validation,0.0,228.9,234.5,218.4,92.08,-4.71,7.18,82.0,6.7,91.8,6.77,0.169,29.07,25.5,63.4,37.7
CHEM-VA-0076,img_validation_0076_var01,validation,99.54,221.5,212.6,191.6,85.31,-0.46,11.49,42.0,13.7,86.7,11.02,0.603,13.91,31.5,78.7,22.9
CHEM-VA-0076,img_validation_0076_var02,validation,99.54,229.5,211.5,192.5,85.7,3.19,11.67,30.0,16.1,89.8,10.98,0.929,2.5,31.2,79.1,13.4
CHEM-VA-0076,img_validation_0076_var04,validation,99.54,227.5,223.8,214.5,89.15,-0.33,5.0,42.0,5.9,89.0,7.98,1.0,0.0,28.4,51.5,20.1
CHEM-VA-0076,img_validation_0076_var05,validation,99.54,218.6,209.4,191.3,84.27,0.14,10.11,40.0,12.5,85.5,11.79,0.953,1.64,19.1,74.7,6.9
CHEM-VA-0076,img_validation_0076_var06,validation,99.54,219.8,211.6,192.8,84.95,-0.35,10.31,42.0,12.2,85.9,11.16,0.642,12.54,26.7,56.5,20.0
CHEM-VA-0076,img_validation_0076_var07,validation,99.54,219.5,211.5,193.8,84.92,-0.25,9.74,42.0,11.8,85.9,11.13,0.965,1.22,33.6,67.1,30.4
CHEM-VA-0076,img_validation_0076_var09,validation,99.54,221.3,212.5,192.4,85.29,-0.33,11.01,42.0,12.9,86.7,10.93,0.656,12.04,22.1,40.3,16.5
CHEM-VA-0076,img_validation_0076_var10,validation,99.54,205.1,200.2,184.2,80.65,-1.06,8.61,46.0,10.2,80.4,15.43,0.36,22.42,32.2,31.3,13.4
CHEM-VA-0077,img_validation_0077_var02,validation,1512.73,63.0,47.3,31.5,20.88,4.66,12.85,30.0,49.8,24.3,75.33,0.1,49.47,20.1,55.5,26.1
CHEM-VA-0077,img_validation_0077_var05,validation,1512.73,68.2,49.6,34.2,22.31,6.07,13.11,26.0,50.2,26.7,74.01,0.958,1.45,31.2,47.2,8.4
CHEM-VA-0077,img_validation_0077_var06,validation,1512.73,69.1,52.0,35.6,23.18,5.08,13.31,30.0,49.4,27.1,73.09,0.984,0.55,26.5,41.3,35.9
CHEM-VA-0077,img_validation_0077_var07,validation,1512.73,64.2,46.1,30.5,20.67,5.92,13.27,28.0,52.9,25.1,75.65,0.1,36.85,28.2,53.4,18.8
CHEM-VA-0077,img_validation_0077_var09,validation,1512.73,69.3,51.1,34.6,22.89,5.68,13.63,30.0,50.6,27.1,73.44,0.947,1.86,32.7,33.1,18.0
CHEM-VA-0077,img_validation_0077_var10,validation,1512.73,68.0,49.1,33.5,22.12,6.24,13.27,28.0,51.4,26.7,74.23,0.1,48.6,33.7,75.2,37.2
CHEM-VA-0078,img_validation_0078_var01,validation,213.41,195.1,184.0,162.6,75.15,0.33,12.28,38.0,16.9,76.5,21.11,0.547,15.87,34.6,38.1,31.1
CHEM-VA-0078,img_validation_0078_var02,validation,213.41,201.2,186.4,163.4,76.31,1.46,13.53,36.0,18.8,78.8,20.23,0.978,0.79,23.2,38.1,26.3
CHEM-VA-0078,img_validation_0078_var03,validation,213.41,195.3,184.4,166.5,75.37,0.82,10.5,38.0,14.9,76.5,20.69,0.981,0.66,32.6,34.2,31.2
CHEM-VA-0078,img_validation_0078_var04,validation,213.41,221.3,204.3,180.2,82.95,2.03,14.17,36.0,18.4,86.7,14.12,0.657,12.01,23.8,52.8,37.5
CHEM-VA-0078,img_validation_0078_var05,validation,213.41,194.8,182.3,161.7,74.66,1.02,12.09,38.0,16.9,76.1,21.57,0.961,1.37,20.1,78.7,8.8
CHEM-VA-0078,img_validation_0078_var06,validation,213.41,198.3,186.1,163.2,76.0,0.51,13.19,40.0,17.6,77.6,20.43,0.53,16.46,34.6,33.3,7.8
CHEM-VA-0078,img_validation_0078_var07,validation,213.41,194.8,184.2,162.4,75.18,0.11,12.45,42.0,16.5,76.1,21.11,0.962,1.34,25.3,34.0,15.6
CHEM-VA-0078,img_validation_0078_var08,validation,213.41,205.0,204.0,201.0,82.05,-0.2,1.61,46.0,2.0,80.4,15.8,0.984,0.55,28.3,79.5,37.1
CHEM-VA-0078,img_validation_0078_var09,validation,213.41,194.4,184.0,162.9,75.11,0.12,12.05,42.0,16.5,76.1,21.11,0.622,13.25,28.9,59.6,35.3
CHEM-VA-0078,img_validation_0078_var10,validation,213.41,185.1,176.1,155.9,72.12,-0.26,11.53,42.0,16.1,72.5,24.03,0.978,0.78,32.7,36.5,4.1
CHEM-VA-0079,img_validation_0079_var01,validation,922.75,105.1,85.4,63.9,37.75,4.76,15.6,32.0,40.0,41.2,58.78,0.981,0.65,22.0,49.8,4.6
CHEM-VA-0079,img_validation_0079_var02,validation,922.75,99.3,81.8,61.8,36.02,4.05,14.44,32.0,38.4,38.8,60.33,0.1,39.57,25.6,55.5,16.6
CHEM-VA-0079,img_validation_0079_var03,validation,922.75,113.4,96.4,124.2,43.43,12.47,-13.01,276.0,22.7,48.6,58.24,0.984,0.58,34.9,59.7,35.1
CHEM-VA-0079,img_validation_0079_var04,validation,922.75,102.4,81.5,62.3,36.27,5.7,14.58,28.0,39.2,40.0,60.22,0.1,53.9,31.3,79.5,25.5
CHEM-VA-0079,img_validation_0079_var05,validation,922.75,104.6,84.1,62.9,37.3,5.17,15.62,32.0,40.4,40.8,59.26,0.958,1.48,23.8,63.9,15.6
CHEM-VA-0079,img_validation_0079_var06,validation,922.75,99.2,81.8,61.8,36.01,4.0,14.43,32.0,38.4,38.8,60.34,0.1,40.93,34.7,70.7,21.4
CHEM-VA-0079,img_validation_0079_var07,validation,922.75,104.3,85.1,62.9,37.54,4.4,15.95,32.0,40.4,40.8,59.0,0.139,30.13,30.6,74.6,18.5
CHEM-VA-0079,img_validation_0079_var08,validation,922.75,107.0,93.0,79.0,40.44,3.22,10.13,30.0,26.3,42.0,55.64,0.1,39.79,25.7,60.0,23.3
CHEM-VA-0079,img_validation_0079_var09,validation,922.75,99.1,82.5,62.5,36.23,3.61,14.3,32.0,37.3,38.8,60.09,0.1,35.38,31.5,79.7,28.7
CHEM-VA-0079,img_validation_0079_var10,validation,922.75,94.6,76.9,56.6,33.99,4.18,14.84,32.0,40.4,36.9,62.39,0.1,41.61,30.4,48.6,8.1
CHEM-VA-0080,img_validation_0080_var01,validation,34.64,234.7,229.9,211.9,91.2,-1.42,9.36,46.0,9.8,91.8,5.18,0.537,16.22,28.1,40.6,13.0
CHEM-VA-0080,img_validation_0080_var02,validation,34.64,234.0,228.3,211.3,90.72,-0.92,8.97,44.0,9.8,91.8,5.47,0.978,0.76,19.3,48.5,11.8
CHEM-VA-0080,img_validation_0080_var03,validation,34.64,235.3,230.1,219.6,91.46,-0.06,5.72,42.0,6.7,92.2,5.63,0.978,0.77,29.2,65.6,24.7
CHEM-VA-0080,img_validation_0080_var05,validation,34.64,234.4,228.5,211.4,90.8,-0.89,9.06,44.0,9.8,91.8,5.38,0.963,1.31,29.1,71.2,25.5
CHEM-VA-0080,img_validation_0080_var06,validation,34.64,234.7,229.5,211.4,91.07,-1.27,9.41,46.0,9.8,91.8,5.25,0.607,13.75,19.9,74.5,16.5
CHEM-VA-0080,img_validation_0080_var07,validation,34.64,236.7,230.6,213.0,91.55,-0.9,9.31,46.0,10.2,92.5,4.68,0.965,1.22,33.7,71.3,25.1
CHEM-VA-0080,img_validation_0080_var09,validation,34.64,234.4,230.1,211.5,91.19,-1.69,9.55,50.0,9.8,91.8,5.31,0.939,2.12,25.2,72.9,37.9
CHEM-VA-0080,img_validation_0080_var10,validation,34.64,221.5,216.7,201.5,86.58,-0.95,8.07,46.0,9.0,86.7,9.58,0.987,0.47,30.9,33.6,18.5
CHEM-VA-0081,img_validation_0081_var01,validation,0.0,243.6,239.8,223.1,94.62,-1.55,8.51,48.0,8.2,95.3,2.52,0.535,16.27,33.1,53.3,33.9
CHEM-VA-0081,img_validation_0081_var02,validation,0.0,237.4,240.5,221.7,94.29,-4.26,8.73,70.0,7.8,94.1,5.07,0.988,0.44,33.7,51.1,9.7
CHEM-VA-0081,img_validation_0081_var05,validation,0.0,244.7,239.2,223.4,94.54,-0.78,8.28,46.0,8.6,95.7,2.07,0.953,1.66,21.4,45.5,5.8
CHEM-VA-0081,img_validation_0081_var06,validation,0.0,243.8,240.1,223.4,94.71,-1.57,8.5,52.0,8.2,95.3,2.49,0.523,16.69,30.1,71.8,11.4
CHEM-VA-0081,img_validation_0081_var07,validation,0.0,245.3,240.3,223.5,94.87,-1.14,8.71,46.0,9.0,96.1,2.01,0.967,1.15,25.2,34.7,11.3
CHEM-VA-0081,img_validation_0081_var09,validation,0.0,243.5,239.5,223.4,94.53,-1.41,8.27,48.0,8.2,95.3,2.52,0.591,14.3,24.4,78.0,9.0
CHEM-VA-0081,img_validation_0081_var10,validation,0.0,231.9,233.3,218.6,91.99,-3.0,6.97,68.0,6.3,91.4,5.7,0.169,29.07,19.1,40.3,6.2
CHEM-VA-0082,img_validation_0082_var01,validation,1101.89,86.7,68.9,50.6,30.61,4.73,13.96,30.0,42.0,33.7,65.71,0.1,46.52,26.8,47.8,14.2
CHEM-VA-0082,img_validation_0082_var02,validation,1101.89,90.5,72.5,52.6,32.15,4.5,14.85,32.0,42.4,35.3,64.24,0.1,44.99,31.3,50.5,11.1
CHEM-VA-0082,img_validation_0082_var03,validation,1101.89,85.6,67.8,46.0,30.07,4.29,16.1,34.0,47.1,33.3,66.42,0.1,54.49,23.9,63.9,14.9
CHEM-VA-0082,img_validation_0082_var05,validation,1101.89,86.5,68.3,48.5,30.39,4.65,14.98,32.0,44.3,33.7,66.01,0.103,31.39,20.9,75.1,36.8
CHEM-VA-0082,img_validation_0082_var06,validation,1101.89,87.4,69.1,50.5,30.75,4.88,14.22,30.0,42.4,34.1,65.6,0.1,45.18,19.9,58.0,17.6
CHEM-VA-0082,img_validation_0082_var07,validation,1101.89,86.3,67.9,49.1,30.24,4.95,14.35,30.0,43.1,33.7,66.13,0.1,39.88,32.2,32.3,38.0
CHEM-VA-0082,img_validation_0082_var08,validation,1101.89,93.0,77.0,63.0,33.97,4.33,10.82,28.0,32.2,36.5,62.17,0.1,43.35,32.2,35.1,26.6
CHEM-VA-0082,img_validation_0082_var09,validation,1101.89,90.7,72.0,52.0,32.02,4.82,15.04,32.0,43.1,35.3,64.41,0.949,1.77,26.9,40.7,36.0
CHEM-VA-0082,img_validation_0082_var10,validation,1101.89,81.9,63.9,43.6,28.43,4.67,15.36,32.0,47.1,31.8,68.0,0.1,46.14,33.5,79.6,23.4
CHEM-VA-0083,img_validation_0083_var01,validation,544.28,140.0,123.9,101.7,52.85,2.56,14.4,34.0,27.8,54.9,43.54,0.22,27.31,20.0,62.0,38.2
CHEM-VA-0083,img_validation_0083_var02,validation,544.28,144.9,127.2,103.2,54.25,2.89,15.5,36.0,28.6,56.5,42.32,0.205,27.81,30.0,36.4,16.2
CHEM-VA-0083,img_validation_0083_var03,validation,544.28,145.7,131.6,148.7,56.72,8.58,-7.21,290.0,11.4,58.0,43.25,0.985,0.54,33.0,74.2,11.2
CHEM-VA-0083,img_validation_0083_var04,validation,544.28,154.1,132.8,107.9,56.76,4.17,16.42,32.0,30.6,60.4,40.1,0.1,33.38,22.2,76.0,29.5
CHEM-VA-0083,img_validation_0083_var05,validation,544.28,144.1,126.0,102.8,53.86,3.14,15.2,34.0,29.0,56.5,42.68,0.959,1.45,29.0,43.1,11.4
CHEM-VA-0083,img_validation_0083_var06,validation,544.28,140.8,123.5,101.1,52.81,2.98,14.69,34.0,27.8,54.9,43.63,0.231,26.91,32.7,51.1,13.9
CHEM-VA-0083,img_validation_0083_var07,validation,544.28,144.2,126.2,101.8,53.9,2.98,15.82,34.0,29.8,56.5,42.72,0.97,1.06,19.7,71.9,16.7
CHEM-VA-0083,img_validation_0083_var08,validation,544.28,169.3,143.8,152.2,62.2,10.98,-0.9,340.0,15.3,66.3,36.75,0.247,26.35,27.1,34.8,24.1
CHEM-VA-0083,img_validation_0083_var09,validation,544.28,141.1,124.2,101.3,53.02,2.76,14.85,34.0,28.2,55.3,43.44,0.285,25.02,28.6,55.0,34.6
CHEM-VA-0083,img_validation_0083_var10,validation,544.28,144.3,126.9,102.8,54.13,2.73,15.6,34.0,29.0,56.5,42.45,0.1,31.57,30.6,56.6,38.8
CHEM-VA-0084,img_validation_0084_var01,validation,213.27,195.5,184.0,162.9,75.2,0.56,12.17,38.0,16.9,76.5,21.04,0.554,15.62,19.7,75.7,23.5
CHEM-VA-0084,img_validation_0084_var02,validation,213.27,203.0,186.2,163.0,76.39,2.19,13.93,36.0,19.6,79.2,20.29,0.981,0.67,22.9,41.4,18.1
CHEM-VA-0084,img_validation_0084_var03,validation,213.27,197.6,185.7,153.8,75.62,-0.96,17.74,44.0,22.4,77.3,22.22,0.986,0.5,31.7,36.9,18.0
CHEM-VA-0084,img_validation_0084_var04,validation,213.27,215.7,201.6,179.1,81.77,1.22,13.04,36.0,16.9,84.3,14.81,0.988,0.41,33.3,52.3,12.4
CHEM-VA-0084,img_validation_0084_var05,validation,213.27,194.4,183.3,162.5,74.91,0.47,11.97,40.0,16.5,76.1,21.3,0.957,1.5,33.3,31.9,16.9
CHEM-VA-0084,img_validation_0084_var06,validation,213.27,197.8,185.3,163.4,75.75,0.78,12.74,38.0,17.3,77.3,20.59,0.569,15.1,30.1,68.7,5.5
CHEM-VA-0084,img_validation_0084_var07,validation,213.27,194.4,184.4,163.4,75.21,0.02,11.93,40.0,16.1,76.1,21.0,0.963,1.3,30.4,64.4,31.2
CHEM-VA-0084,img_validation_0084_var09,validation,213.27,197.6,185.4,162.6,75.74,0.52,13.16,40.0,17.6,77.3,20.68,0.603,13.9,28.4,36.0,4.9
CHEM-VA-0084,img_validation_0084_var10,validation,213.27,189.2,179.2,157.5,73.3,-0.11,12.35,42.0,16.9,74.1,22.95,0.98,0.68,33.2,61.9,12.5
CHEM-VA-0085,img_validation_0085_var01,validation,491.87,151.4,135.0,110.9,57.15,2.29,15.21,36.0,27.1,59.2,39.38,0.988,0.41,28.9,72.0,25.5
CHEM-VA-0085,img_validation_0085_var02,validation,491.87,154.1,134.6,110.5,57.31,3.5,15.7,32.0,28.6,60.4,39.38,0.238,26.69,28.3,72.3,29.2
CHEM-VA-0085,img_validation_0085_var03,validation,491.87,147.2,131.3,111.3,55.78,2.72,13.01,34.0,24.3,57.6,40.48,0.981,0.67,20.5,67.2,16.5
CHEM-VA-0085,img_validation_0085_var04,validation,491.87,158.4,136.8,115.1,58.4,4.69,14.64,30.0,27.1,62.0,38.25,0.987,0.45,25.7,69.1,15.5
CHEM-VA-0085,img_validation_0085_var05,validation,491.87,151.5,134.1,110.1,56.91,2.71,15.34,36.0,27.1,59.2,39.66,0.958,1.49,23.0,45.5,12.0
CHEM-VA-0085,img_validation_0085_var06,validation,491.87,151.6,134.4,111.0,57.02,2.69,14.97,34.0,26.7,59.2,39.5,0.987,0.45,20.5,77.1,20.0
CHEM-VA-0085,img_validation_0085_var07,validation,491.87,152.2,134.8,110.8,57.19,2.66,15.32,34.0,27.5,59.6,39.38,0.81,6.64,23.3,49.8,8.7
CHEM-VA-0085,img_validation_0085_var08,validation,491.87,157.0,152.0,143.0,63.02,0.18,5.38,38.0,9.0,61.6,33.18,0.116,30.95,33.1,57.1,9.2
CHEM-VA-0085,img_validation_0085_var09,validation,491.87,148.2,132.2,110.2,56.09,2.42,14.1,34.0,25.5,58.0,40.28,0.34,23.1,24.3,37.3,21.8
CHEM-VA-0085,img_validation_0085_var10,validation,491.87,152.2,135.1,111.6,57.27,2.66,15.0,36.0,27.1,59.6,39.25,0.303,24.4,25.5,57.5,21.2
CHEM-VA-0086,img_validation_0086_var01,validation,622.69,130.7,113.4,91.0,48.84,3.07,14.94,34.0,29.8,51.0,47.6,0.136,30.24,19.7,69.8,24.9
CHEM-VA-0086,img_validation_0086_var02,validation,622.69,130.2,113.3,90.7,48.75,2.93,14.97,34.0,30.6,51.0,47.69,0.153,29.65,20.9,49.1,12.7
CHEM-VA-0086,img_validation_0086_var03,validation,622.69,142.5,127.0,148.6,55.2,10.1,-9.47,284.0,14.9,58.0,45.8,0.1,41.12,22.1,73.2,21.8
CHEM-VA-0086,img_validation_0086_var04,validation,622.69,143.2,121.7,96.8,52.47,4.39,16.72,32.0,32.9,56.1,44.38,0.1,37.3,32.2,43.6,25.8
CHEM-VA-0086,img_validation_0086_var05,validation,622.69,134.4,116.1,92.2,49.98,3.26,15.89,34.0,31.4,52.5,46.61,0.346,22.89,31.9,73.6,34.2
CHEM-VA-0086,img_validation_0086_var06,validation,622.69,130.7,113.8,91.7,48.95,3.01,14.69,34.0,29.8,51.0,47.46,0.1,32.58,23.0,74.5,28.4
CHEM-VA-0086,img_validation_0086_var07,validation,622.69,131.4,114.3,91.7,49.17,2.96,15.0,34.0,30.6,51.4,47.28,0.391,21.32,26.5,45.1,15.2
CHEM-VA-0086,img_validation_0086_var08,validation,622.69,136.0,124.0,112.0,52.75,2.46,8.21,30.0,17.6,53.3,43.3,0.16,29.39,31.1,69.6,13.1
CHEM-VA-0086,img_validation_0086_var09,validation,622.69,130.5,112.9,90.5,48.67,3.21,15.02,34.0,30.6,51.0,47.79,0.171,29.0,21.0,75.7,16.2
CHEM-VA-0086,img_validation_0086_var10,validation,622.69,122.2,106.9,85.3,46.06,2.41,14.37,34.0,30.2,47.8,50.26,0.165,29.23,29.0,64.2,29.6
CHEM-VA-0087,img_validation_0087_var01,validation,494.01,152.1,134.7,110.9,57.16,2.69,15.25,34.0,27.5,59.6,39.4,0.238,26.67,31.8,34.7,12.9
CHEM-VA-0087,img_validation_0087_var02,validation,494.01,152.1,134.9,111.3,57.2,2.68,15.07,34.0,27.1,59.6,39.33,0.977,0.79,33.6,65.7,34.3
CHEM-VA-0087,img_validation_0087_var03,validation,494.01,177.4,171.8,240.6,73.0,16.64,-33.56,246.0,28.6,94.1,51.0,0.167,29.17,24.5,64.1,31.7
CHEM-VA-0087,img_validation_0087_var04,validation,494.01,162.7,142.2,118.3,60.3,3.88,15.55,32.0,27.1,63.5,36.45,0.986,0.49,24.5,43.7,29.0
CHEM-VA-0087,img_validation_0087_var05,validation,494.01,146.6,131.6,107.8,55.71,1.77,14.93,36.0,26.7,57.3,40.74,0.471,18.51,26.1,54.9,10.4
CHEM-VA-0087,img_validation_0087_var06,validation,494.01,148.2,132.1,109.5,56.05,2.36,14.47,36.0,26.3,58.0,40.37,0.177,28.82,28.1,75.8,11.4
CHEM-VA-0087,img_validation_0087_var07,validation,494.01,152.1,134.5,110.4,57.09,2.72,15.44,34.0,27.5,59.6,39.5,0.966,1.17,19.1,36.4,24.3
CHEM-VA-0087,img_validation_0087_var08,validation,494.01,155.0,151.0,135.0,62.38,-1.41,8.96,48.0,12.9,60.8,33.67,0.892,3.78,22.8,46.1,21.4
CHEM-VA-0087,img_validation_0087_var09,validation,494.01,151.3,134.6,111.1,57.04,2.51,14.97,34.0,26.7,59.2,39.47,0.951,1.7,29.9,49.7,20.6
CHEM-VA-0087,img_validation_0087_var10,validation,494.01,138.8,124.4,103.7,52.94,2.03,13.34,36.0,25.5,54.1,43.31,0.3,24.49,28.2,69.2,33.7
CHEM-VA-0088,img_validation_0088_var01,validation,1111.6,85.6,67.7,49.2,30.1,4.78,14.09,30.0,42.4,33.3,66.23,0.1,53.67,22.1,40.1,30.4
CHEM-VA-0088,img_validation_0088_var02,validation,1111.6,87.9,71.5,51.4,31.54,3.75,14.71,34.0,41.6,34.1,64.79,0.1,44.35,22.4,66.3,20.9
CHEM-VA-0088,img_validation_0088_var05,validation,1111.6,89.9,70.8,51.1,31.54,5.11,14.94,30.0,42.7,34.9,64.9,0.1,32.62,33.4,58.3,6.2
CHEM-VA-0088,img_validation_0088_var06,validation,1111.6,85.1,67.9,49.3,30.12,4.4,14.05,30.0,42.4,33.3,66.19,0.1,46.6,26.8,44.3,29.0
CHEM-VA-0088,img_validation_0088_var07,validation,1111.6,85.3,67.5,47.0,29.98,4.42,15.34,32.0,45.9,33.3,66.44,0.128,30.53,21.0,30.0,34.4
CHEM-VA-0088,img_validation_0088_var09,validation,1111.6,85.5,67.9,49.2,30.16,4.56,14.23,30.0,42.4,33.3,66.17,0.1,40.42,22.1,51.4,34.1
CHEM-VA-0088,img_validation_0088_var10,validation,1111.6,89.3,70.5,50.3,31.39,4.83,15.25,30.0,43.9,34.9,65.06,0.1,42.52,28.5,72.7,5.0
CHEM-VA-0089,img_validation_0089_var01,validation,693.06,126.8,109.4,85.2,47.19,2.96,16.02,36.0,32.5,49.4,49.37,0.1,36.42,28.7,39.7,27.1
CHEM-VA-0089,img_validation_0089_var02,validation,693.06,126.4,108.7,84.4,46.96,3.07,16.17,34.0,33.3,49.4,49.63,0.98,0.69,20.8,49.4,28.2
CHEM-VA-0089,img_validation_0089_var03,validation,693.06,122.3,105.3,82.9,45.55,3.09,15.1,34.0,32.9,47.8,50.88,0.1,37.42,22.7,43.7,35.7
CHEM-VA-0089,img_validation_0089_var04,validation,693.06,128.2,107.4,84.8,46.8,4.66,15.75,32.0,34.5,50.2,49.83,0.1,42.9,25.4,34.6,20.5
CHEM-VA-0089,img_validation_0089_var05,validation,693.06,120.8,104.5,82.3,45.16,2.82,14.9,34.0,31.8,47.1,51.23,0.323,23.7,32.0,72.5,14.8
CHEM-VA-0089,img_validation_0089_var06,validation,693.06,121.5,105.1,82.8,45.42,2.86,14.93,36.0,32.2,47.5,50.98,0.1,35.18,28.3,57.6,15.6
CHEM-VA-0089,img_validation_0089_var07,validation,693.06,123.0,105.8,83.5,45.77,3.18,15.04,34.0,32.2,47.8,50.66,0.335,23.29,27.8,42.3,14.3
CHEM-VA-0089,img_validation_0089_var08,validation,693.06,132.0,121.0,107.0,51.43,1.74,9.21,34.0,18.8,51.8,44.59,0.1,41.84,33.0,71.2,34.9
CHEM-VA-0089,img_validation_0089_var09,validation,693.06,126.7,108.5,85.0,46.94,3.39,15.84,34.0,33.3,49.4,49.62,0.949,1.79,32.2,76.0,21.8
CHEM-VA-0089,img_validation_0089_var10,validation,693.06,117.1,100.2,77.5,43.5,3.06,15.43,34.0,34.1,45.9,52.95,0.161,29.37,21.2,35.0,18.0
CHEM-VA-0090,img_validation_0090_var01,validation,671.12,125.6,107.4,86.3,46.54,3.79,14.46,32.0,31.4,49.0,49.87,0.1,35.65,24.1,43.6,11.2
CHEM-VA-0090,img_validation_0090_var02,validation,671.12,125.4,107.2,85.8,46.45,3.74,14.66,34.0,32.2,49.0,49.98,0.1,32.15,34.4,78.4,18.2
CHEM-VA-0090,img_validation_0090_var03,validation,671.12,146.1,129.6,195.8,58.0,20.47,-32.21,256.0,33.7,76.5,59.51,0.1,36.67,25.5,53.1,9.6
CHEM-VA-0090,img_validation_0090_var04,validation,671.12,137.0,115.2,92.1,49.98,4.9,15.95,30.0,32.9,53.7,46.75,0.1,39.8,20.3,48.2,11.4
CHEM-VA-0090,img_validation_0090_var05,validation,671.12,129.1,110.4,87.2,47.75,3.64,15.67,32.0,32.5,50.6,48.81,0.96,1.4,23.5,77.2,29.8
CHEM-VA-0090,img_validation_0090_var06,validation,671.12,130.0,111.4,88.1,48.15,3.53,15.71,34.0,31.8,50.6,48.41,0.1,37.29,26.3,50.4,28.2
CHEM-VA-0090,img_validation_0090_var07,validation,671.12,129.6,110.2,86.8,47.74,3.93,15.91,34.0,33.3,50.6,48.87,0.965,1.23,32.5,61.0,12.2
CHEM-VA-0090,img_validation_0090_var08,validation,671.12,137.0,124.0,112.0,52.84,2.86,8.36,28.0,18.4,53.7,43.23,0.1,32.77,22.8,45.7,31.4
CHEM-VA-0090,img_validation_0090_var09,validation,671.12,129.2,109.6,87.2,47.54,4.14,15.39,32.0,32.5,50.6,49.01,0.936,2.24,30.9,66.4,7.7
CHEM-VA-0090,img_validation_0090_var10,validation,671.12,117.0,99.8,79.5,43.4,3.55,14.07,32.0,31.8,45.5,52.93,0.1,31.76,31.8,62.5,10.8
CHEM-VA-0091,img_validation_0091_var01,validation,1185.18,86.4,67.8,48.8,30.23,5.0,14.53,30.0,44.3,33.7,66.16,0.1,51.56,32.0,69.1,14.4
CHEM-VA-0091,img_validation_0091_var02,validation,1185.18,84.7,67.8,48.3,30.02,4.16,14.53,32.0,42.7,32.9,66.31,0.1,47.73,23.0,46.1,24.5
CHEM-VA-0091,img_validation_0091_var03,validation,1185.18,80.2,63.5,42.9,28.12,4.03,15.37,34.0,47.5,31.4,68.27,0.1,53.87,32.9,52.1,26.4
CHEM-VA-0091,img_validation_0091_var05,validation,1185.18,80.7,63.1,44.2,28.08,4.7,14.5,32.0,45.1,31.4,68.27,0.1,32.66,25.4,43.3,14.2
CHEM-VA-0091,img_validation_0091_var06,validation,1185.18,82.1,63.3,45.9,28.34,5.47,13.77,30.0,45.1,32.2,68.01,0.1,45.29,28.6,69.8,8.3
CHEM-VA-0091,img_validation_0091_var07,validation,1185.18,81.8,63.6,45.4,28.37,5.1,14.13,30.0,44.3,31.8,67.98,0.161,29.35,33.8,43.6,7.7
CHEM-VA-0091,img_validation_0091_var09,validation,1185.18,85.8,67.1,48.6,29.94,5.14,14.29,30.0,43.5,33.3,66.43,0.953,1.65,20.8,59.6,4.4
CHEM-VA-0091,img_validation_0091_var10,validation,1185.18,76.1,57.9,40.1,25.88,5.31,14.13,28.0,47.5,29.8,70.47,0.1,47.09,25.7,66.7,19.0
CHEM-VA-0092,img_validation_0092_var01,validation,1112.07,86.0,67.4,49.5,30.08,5.14,13.95,30.0,42.4,33.3,66.27,0.1,47.47,23.5,57.9,36.5
CHEM-VA-0092,img_validation_0092_var02,validation,1112.07,90.2,71.8,51.1,31.87,4.58,15.37,30.0,43.1,35.3,64.57,0.1,45.51,25.0,65.9,16.4
CHEM-VA-0092,img_validation_0092_var03,validation,1112.07,90.7,70.8,35.9,31.39,3.71,24.01,38.0,61.2,35.3,66.41,0.1,54.83,21.7,56.7,15.0
CHEM-VA-0092,img_validation_0092_var05,validation,1112.07,89.4,70.5,51.1,31.41,5.01,14.73,30.0,42.7,34.9,65.0,0.96,1.39,35.0,52.9,15.4
CHEM-VA-0092,img_validation_0092_var06,validation,1112.07,85.0,68.1,49.1,30.15,4.25,14.22,32.0,42.4,33.3,66.16,0.1,49.05,27.9,68.5,15.0
CHEM-VA-0092,img_validation_0092_var07,validation,1112.07,84.3,67.5,47.2,29.86,4.02,15.04,32.0,43.9,32.9,66.51,0.1,38.36,29.9,41.0,15.8
CHEM-VA-0092,img_validation_0092_var08,validation,1112.07,95.0,78.0,64.0,34.5,4.76,10.96,28.0,32.5,37.3,61.68,0.1,45.86,27.1,42.9,25.4
CHEM-VA-0092,img_validation_0092_var09,validation,1112.07,89.3,70.5,50.5,31.37,4.91,15.07,30.0,43.9,34.9,65.06,0.95,1.76,23.6,42.4,9.4
CHEM-VA-0092,img_validation_0092_var10,validation,1112.07,80.0,61.5,42.4,27.48,5.17,14.82,30.0,47.5,31.4,68.93,0.1,40.28,28.9,60.6,14.0
