image_id,chemical_state_id,split,dose_ppm_min,base_strip_r,base_strip_g,base_strip_b,lighting_condition,lighting_factor,tint_r,tint_g,tint_b,noise_sigma,blur_ksize,rotation_deg,temperature_c,humidity_pct,strip_age_days,image_path
img_test_0006_var07,CHEM-TE-0006,test,149.13,211,200,178,warm_dim_light,0.804,1.163,0.998,0.844,1.66,0,2.04,23.2,61.2,6.6,synthetic_wristband_dataset\test\img_test_0006_var07.png
img_test_0006_var08,CHEM-TE-0006,test,149.13,211,200,178,cool_bright_light,1.175,0.929,0.979,1.101,0.77,0,-2.06,24.6,48.6,11.6,synthetic_wristband_dataset\test\img_test_0006_var08.png
img_test_0006_var09,CHEM-TE-0006,test,149.13,211,200,178,high_sensor_noise,0.928,0.999,1.006,1.018,3.03,0,0.48,30.5,58.3,36.4,synthetic_wristband_dataset\test\img_test_0006_var09.png
img_test_0006_var10,CHEM-TE-0006,test,149.13,211,200,178,mild_angle_shift,0.994,1.056,0.992,0.954,1.09,0,2.9,20.8,75.7,30.3,synthetic_wristband_dataset\test\img_test_0006_var10.png
img_test_0007_var01,CHEM-TE-0007,test,99.34,221,212,192,neutral_daylight,1.026,0.987,1.015,0.98,0.59,0,-0.0,26.3,74.3,27.9,synthetic_wristband_dataset\test\img_test_0007_var01.png
img_test_0007_var02,CHEM-TE-0007,test,99.34,221,212,192,warm_tungsten,0.93,1.181,0.973,0.81,1.02,0,1.02,33.8,44.7,10.2,synthetic_wristband_dataset\test\img_test_0007_var02.png
img_test_0007_var03,CHEM-TE-0007,test,99.34,221,212,192,cool_fluorescent,1.044,0.88,1.0,1.13,0.82,0,-1.72,29.3,57.0,15.8,synthetic_wristband_dataset\test\img_test_0007_var03.png
img_test_0007_var04,CHEM-TE-0007,test,99.34,221,212,192,bright_diffuse,1.236,1.002,1.012,1.029,0.19,0,0.57,27.9,31.1,29.7,synthetic_wristband_dataset\test\img_test_0007_var04.png
img_test_0007_var05,CHEM-TE-0007,test,99.34,221,212,192,dim_underexposed,0.691,0.95,0.958,0.965,2.2,0,-0.56,26.1,68.3,14.9,synthetic_wristband_dataset\test\img_test_0007_var05.png
img_test_0007_var06,CHEM-TE-0007,test,99.34,221,212,192,mild_camera_blur,0.988,0.999,1.008,1.003,1.16,3,0.0,34.2,49.4,15.7,synthetic_wristband_dataset\test\img_test_0007_var06.png
img_test_0007_var07,CHEM-TE-0007,test,99.34,221,212,192,warm_dim_light,0.781,1.135,0.99,0.864,1.99,0,2.17,21.5,47.6,37.0,synthetic_wristband_dataset\test\img_test_0007_var07.png
img_test_0007_var08,CHEM-TE-0007,test,99.34,221,212,192,cool_bright_light,1.135,0.93,0.972,1.097,0.75,0,-2.43,26.7,70.2,5.1,synthetic_wristband_dataset\test\img_test_0007_var08.png
img_test_0007_var09,CHEM-TE-0007,test,99.34,221,212,192,high_sensor_noise,0.916,1.0,0.993,1.01,2.81,0,0.02,29.8,78.4,36.7,synthetic_wristband_dataset\test\img_test_0007_var09.png
img_test_0007_var10,CHEM-TE-0007,test,99.34,221,212,192,mild_angle_shift,1.037,1.04,0.989,0.978,0.86,0,2.66,32.9,56.2,33.3,synthetic_wristband_dataset\test\img_test_0007_var10.png
img_test_0008_var01,CHEM-TE-0008,test,675.2,129,111,87,neutral_daylight,1.002,1.009,1.0,1.005,0.58,0,-0.27,30.5,73.1,7.3,synthetic_wristband_dataset\test\img_test_0008_var01.png
img_test_0008_var02,CHEM-TE-0008,test,675.2,129,111,87,warm_tungsten,0.907,1.197,0.976,0.828,0.95,0,1.1,31.6,63.2,21.8,synthetic_wristband_dataset\test\img_test_0008_var02.png
img_test_0008_var03,CHEM-TE-0008,test,675.2,129,111,87,cool_fluorescent,1.027,0.889,0.998,1.124,0.87,0,-1.32,30.7,35.9,8.1,synthetic_wristband_dataset\test\img_test_0008_var03.png
img_test_0008_var04,CHEM-TE-0008,test,675.2,129,111,87,bright_diffuse,1.208,1.031,1.029,1.023,0.31,0,0.21,32.5,39.2,29.2,synthetic_wristband_dataset\test\img_test_0008_var04.png
img_test_0008_var05,CHEM-TE-0008,test,675.2,129,111,87,dim_underexposed,0.718,0.968,0.938,0.938,2.24,0,-0.84,21.5,63.7,12.8,synthetic_wristband_dataset\test\img_test_0008_var05.png
img_test_0008_var06,CHEM-TE-0008,test,675.2,129,111,87,mild_camera_blur,1.014,1.003,1.017,1.02,1.39,3,-0.09,27.7,32.8,21.8,synthetic_wristband_dataset\test\img_test_0008_var06.png
img_test_0008_var07,CHEM-TE-0008,test,675.2,129,111,87,warm_dim_light,0.799,1.16,0.98,0.864,1.73,0,1.87,28.3,72.6,22.8,synthetic_wristband_dataset\test\img_test_0008_var07.png
img_test_0008_var08,CHEM-TE-0008,test,675.2,129,111,87,cool_bright_light,1.129,0.916,0.989,1.092,0.66,0,-2.24,30.1,31.8,31.1,synthetic_wristband_dataset\test\img_test_0008_var08.png
img_test_0008_var09,CHEM-TE-0008,test,675.2,129,111,87,high_sensor_noise,0.887,0.997,0.987,1.015,2.88,0,0.49,22.7,37.2,4.3,synthetic_wristband_dataset\test\img_test_0008_var09.png
img_test_0008_var10,CHEM-TE-0008,test,675.2,129,111,87,mild_angle_shift,1.045,1.04,0.974,0.96,1.16,0,2.79,29.0,62.2,17.2,synthetic_wristband_dataset\test\img_test_0008_var10.png
img_test_0009_var01,CHEM-TE-0009,test,1580.99,67,50,34,neutral_daylight,1.012,0.998,0.998,0.986,0.68,0,-0.15,32.0,70.9,23.3,synthetic_wristband_dataset\test\img_test_0009_var01.png
img_test_0009_var02,CHEM-TE-0009,test,1580.99,67,50,34,warm_tungsten,0.925,1.163,0.945,0.825,0.82,0,1.36,28.7,53.2,4.7,synthetic_wristband_dataset\test\img_test_0009_var02.png
img_test_0009_var03,CHEM-TE-0009,test,1580.99,67,50,34,cool_fluorescent,1.038,0.891,0.969,1.12,0.6,0,-1.44,28.5,65.0,8.8,synthetic_wristband_dataset\test\img_test_0009_var03.png
img_test_0009_var04,CHEM-TE-0009,test,1580.99,67,50,34,bright_diffuse,1.231,1.015,1.0,1.019,0.22,0,0.38,32.5,47.5,35.2,synthetic_wristband_dataset\test\img_test_0009_var04.png
img_test_0009_var05,CHEM-TE-0009,test,1580.99,67,50,34,dim_underexposed,0.746,0.949,0.961,0.956,2.13,0,-0.61,22.3,66.9,20.0,synthetic_wristband_dataset\test\img_test_0009_var05.png
img_test_0009_var06,CHEM-TE-0009,test,1580.99,67,50,34,mild_camera_blur,0.974,0.991,0.987,0.991,1.2,3,0.11,34.5,65.9,24.7,synthetic_wristband_dataset\test\img_test_0009_var06.png
img_test_0009_var07,CHEM-TE-0009,test,1580.99,67,50,34,warm_dim_light,0.816,1.144,0.987,0.865,1.81,0,2.05,27.7,33.3,38.6,synthetic_wristband_dataset\test\img_test_0009_var07.png
img_test_0009_var08,CHEM-TE-0009,test,1580.99,67,50,34,cool_bright_light,1.172,0.914,0.976,1.111,0.54,0,-2.18,23.5,59.0,11.5,synthetic_wristband_dataset\test\img_test_0009_var08.png
img_test_0009_var09,CHEM-TE-0009,test,1580.99,67,50,34,high_sensor_noise,0.887,1.009,1.012,1.005,3.12,0,0.49,21.3,36.4,11.6,synthetic_wristband_dataset\test\img_test_0009_var09.png
img_test_0009_var10,CHEM-TE-0009,test,1580.99,67,50,34,mild_angle_shift,0.997,1.027,0.963,0.96,0.91,0,2.72,34.8,36.6,7.0,synthetic_wristband_dataset\test\img_test_0009_var10.png
img_test_0010_var01,CHEM-TE-0010,test,146.37,211,201,179,neutral_daylight,1.02,0.987,1.018,1.007,0.52,0,-0.21,26.5,70.2,26.1,synthetic_wristband_dataset\test\img_test_0010_var01.png
img_test_0010_var02,CHEM-TE-0010,test,146.37,211,201,179,warm_tungsten,0.922,1.185,0.968,0.813,1.15,0,1.19,21.4,65.1,35.6,synthetic_wristband_dataset\test\img_test_0010_var02.png
img_test_0010_var03,CHEM-TE-0010,test,146.37,211,201,179,cool_fluorescent,1.032,0.888,0.976,1.135,0.88,0,-1.53,24.8,79.6,16.2,synthetic_wristband_dataset\test\img_test_0010_var03.png
img_test_0010_var04,CHEM-TE-0010,test,146.37,211,201,179,bright_diffuse,1.195,1.003,1.018,1.0,0.14,0,0.69,28.5,48.1,7.1,synthetic_wristband_dataset\test\img_test_0010_var04.png
img_test_0010_var05,CHEM-TE-0010,test,146.37,211,201,179,dim_underexposed,0.739,0.936,0.968,0.957,2.24,0,-0.88,22.9,36.7,19.9,synthetic_wristband_dataset\test\img_test_0010_var05.png
img_test_0010_var06,CHEM-TE-0010,test,146.37,211,201,179,mild_camera_blur,1.028,0.988,0.992,0.998,1.01,3,-0.0,20.9,41.6,26.7,synthetic_wristband_dataset\test\img_test_0010_var06.png
img_test_0010_var07,CHEM-TE-0010,test,146.37,211,201,179,warm_dim_light,0.828,1.157,0.962,0.866,1.99,0,2.08,30.2,60.1,16.5,synthetic_wristband_dataset\test\img_test_0010_var07.png
img_test_0010_var08,CHEM-TE-0010,test,146.37,211,201,179,cool_bright_light,1.129,0.93,0.986,1.103,0.54,0,-2.37,30.7,62.1,28.2,synthetic_wristband_dataset\test\img_test_0010_var08.png
img_test_0010_var09,CHEM-TE-0010,test,146.37,211,201,179,high_sensor_noise,0.886,1.003,0.993,0.996,2.95,0,0.0,26.6,78.0,24.5,synthetic_wristband_dataset\test\img_test_0010_var09.png
img_test_0010_var10,CHEM-TE-0010,test,146.37,211,201,179,mild_angle_shift,0.992,1.046,0.992,0.968,1.16,0,2.67,22.5,39.0,5.7,synthetic_wristband_dataset\test\img_test_0010_var10.png
img_test_0011_var01,CHEM-TE-0011,test,640.17,133,115,91,neutral_daylight,1.002,1.01,1.011,1.018,0.55,0,-0.23,22.9,34.9,29.8,synthetic_wristband_dataset\test\img_test_0011_var01.png
img_test_0011_var02,CHEM-TE-0011,test,640.17,133,115,91,warm_tungsten,0.942,1.189,0.96,0.801,1.16,0,0.99,24.6,54.3,36.3,synthetic_wristband_dataset\test\img_test_0011_var02.png
img_test_0011_var03,CHEM-TE-0011,test,640.17,133,115,91,cool_fluorescent,1.051,0.885,0.967,1.133,0.6,0,-1.43,22.1,32.2,10.3,synthetic_wristband_dataset\test\img_test_0011_var03.png
img_test_0011_var04,CHEM-TE-0011,test,640.17,133,115,91,bright_diffuse,1.193,1.033,1.02,1.023,0.27,0,0.56,26.4,69.3,9.0,synthetic_wristband_dataset\test\img_test_0011_var04.png
img_test_0011_var05,CHEM-TE-0011,test,640.17,133,115,91,dim_underexposed,0.696,0.941,0.947,0.949,2.11,0,-1.01,24.1,50.4,33.6,synthetic_wristband_dataset\test\img_test_0011_var05.png
img_test_0011_var06,CHEM-TE-0011,test,640.17,133,115,91,mild_camera_blur,1.025,1.017,1.015,0.989,1.12,3,-0.11,32.6,55.5,25.9,synthetic_wristband_dataset\test\img_test_0011_var06.png
img_test_0011_var07,CHEM-TE-0011,test,640.17,133,115,91,warm_dim_light,0.78,1.148,0.984,0.832,1.78,0,1.76,23.7,45.8,5.6,synthetic_wristband_dataset\test\img_test_0011_var07.png
img_test_0011_var08,CHEM-TE-0011,test,640.17,133,115,91,cool_bright_light,1.152,0.938,0.969,1.094,0.54,0,-2.21,33.1,69.5,29.0,synthetic_wristband_dataset\test\img_test_0011_var08.png
img_test_0011_var09,CHEM-TE-0011,test,640.17,133,115,91,high_sensor_noise,0.915,0.98,0.994,1.014,3.12,0,0.19,26.8,42.9,21.9,synthetic_wristband_dataset\test\img_test_0011_var09.png
img_test_0011_var10,CHEM-TE-0011,test,640.17,133,115,91,mild_angle_shift,1.045,1.036,0.971,0.959,1.16,0,2.77,28.4,36.6,13.1,synthetic_wristband_dataset\test\img_test_0011_var10.png
img_test_0012_var01,CHEM-TE-0012,test,259.35,189,176,153,neutral_daylight,0.994,0.983,1.014,0.995,0.51,0,0.06,28.5,61.5,8.2,synthetic_wristband_dataset\test\img_test_0012_var01.png
img_test_0012_var02,CHEM-TE-0012,test,259.35,189,176,153,warm_tungsten,0.892,1.195,0.958,0.808,1.04,0,1.29,19.8,56.0,18.1,synthetic_wristband_dataset\test\img_test_0012_var02.png
img_test_0012_var03,CHEM-TE-0012,test,259.35,189,176,153,cool_fluorescent,1.074,0.866,0.988,1.13,0.76,0,-1.74,23.6,45.6,17.3,synthetic_wristband_dataset\test\img_test_0012_var03.png
img_test_0012_var04,CHEM-TE-0012,test,259.35,189,176,153,bright_diffuse,1.193,1.038,1.018,1.021,0.36,0,0.79,29.7,69.6,7.6,synthetic_wristband_dataset\test\img_test_0012_var04.png
img_test_0012_var05,CHEM-TE-0012,test,259.35,189,176,153,dim_underexposed,0.721,0.943,0.959,0.938,2.3,0,-0.6,32.7,70.1,25.4,synthetic_wristband_dataset\test\img_test_0012_var05.png
img_test_0012_var06,CHEM-TE-0012,test,259.35,189,176,153,mild_camera_blur,0.972,1.012,0.981,0.985,1.37,3,0.21,23.0,62.3,4.4,synthetic_wristband_dataset\test\img_test_0012_var06.png
img_test_0012_var07,CHEM-TE-0012,test,259.35,189,176,153,warm_dim_light,0.819,1.164,0.974,0.833,2.0,0,2.16,29.1,34.3,28.9,synthetic_wristband_dataset\test\img_test_0012_var07.png
img_test_0012_var08,CHEM-TE-0012,test,259.35,189,176,153,cool_bright_light,1.149,0.904,0.994,1.088,0.45,0,-2.38,23.6,30.7,35.4,synthetic_wristband_dataset\test\img_test_0012_var08.png
img_test_0012_var09,CHEM-TE-0012,test,259.35,189,176,153,high_sensor_noise,0.88,1.014,1.008,0.997,2.99,0,0.1,32.4,47.7,35.6,synthetic_wristband_dataset\test\img_test_0012_var09.png
img_test_0012_var10,CHEM-TE-0012,test,259.35,189,176,153,mild_angle_shift,1.004,1.036,0.96,0.955,1.17,0,3.06,33.6,42.1,17.2,synthetic_wristband_dataset\test\img_test_0012_var10.png
img_test_0013_var01,CHEM-TE-0013,test,1887.57,57,41,28,neutral_daylight,0.975,1.015,1.018,0.986,0.61,0,0.17,25.7,31.7,23.0,synthetic_wristband_dataset\test\img_test_0013_var01.png
img_test_0013_var02,CHEM-TE-0013,test,1887.57,57,41,28,warm_tungsten,0.929,1.197,0.956,0.805,0.99,0,1.32,23.3,68.2,11.6,synthetic_wristband_dataset\test\img_test_0013_var02.png
img_test_0013_var03,CHEM-TE-0013,test,1887.57,57,41,28,cool_fluorescent,1.079,0.87,0.981,1.147,0.98,0,-1.27,33.2,44.0,19.8,synthetic_wristband_dataset\test\img_test_0013_var03.png
img_test_0013_var04,CHEM-TE-0013,test,1887.57,57,41,28,bright_diffuse,1.191,1.033,1.024,1.005,0.21,0,0.45,26.2,74.9,37.1,synthetic_wristband_dataset\test\img_test_0013_var04.png
img_test_0013_var05,CHEM-TE-0013,test,1887.57,57,41,28,dim_underexposed,0.711,0.939,0.968,0.956,2.17,0,-1.03,30.9,46.2,19.0,synthetic_wristband_dataset\test\img_test_0013_var05.png
img_test_0013_var06,CHEM-TE-0013,test,1887.57,57,41,28,mild_camera_blur,1.029,0.993,1.003,1.009,1.09,3,0.25,27.0,64.5,6.0,synthetic_wristband_dataset\test\img_test_0013_var06.png
img_test_0013_var07,CHEM-TE-0013,test,1887.57,57,41,28,warm_dim_light,0.828,1.143,0.984,0.855,1.92,0,2.19,21.5,40.4,16.0,synthetic_wristband_dataset\test\img_test_0013_var07.png
img_test_0013_var08,CHEM-TE-0013,test,1887.57,57,41,28,cool_bright_light,1.126,0.905,0.995,1.082,0.79,0,-1.9,28.0,41.5,38.4,synthetic_wristband_dataset\test\img_test_0013_var08.png
img_test_0013_var09,CHEM-TE-0013,test,1887.57,57,41,28,high_sensor_noise,0.894,1.0,1.002,0.982,3.14,0,0.5,32.6,34.1,8.3,synthetic_wristband_dataset\test\img_test_0013_var09.png
img_test_0013_var10,CHEM-TE-0013,test,1887.57,57,41,28,mild_angle_shift,1.015,1.041,0.996,0.949,1.05,0,3.0,30.8,59.7,24.0,synthetic_wristband_dataset\test\img_test_0013_var10.png
img_test_0014_var01,CHEM-TE-0014,test,635.94,134,115,92,neutral_daylight,1.017,0.988,1.013,1.02,0.41,0,-0.04,28.4,55.9,12.6,synthetic_wristband_dataset\test\img_test_0014_var01.png
img_test_0014_var02,CHEM-TE-0014,test,635.94,134,115,92,warm_tungsten,0.926,1.19,0.977,0.833,0.82,0,1.22,22.3,42.2,26.7,synthetic_wristband_dataset\test\img_test_0014_var02.png
img_test_0014_var03,CHEM-TE-0014,test,635.94,134,115,92,cool_fluorescent,1.02,0.87,0.995,1.134,0.86,0,-1.3,21.6,62.4,28.9,synthetic_wristband_dataset\test\img_test_0014_var03.png
img_test_0014_var04,CHEM-TE-0014,test,635.94,134,115,92,bright_diffuse,1.24,1.035,1.001,1.012,0.39,0,0.7,21.8,30.3,27.0,synthetic_wristband_dataset\test\img_test_0014_var04.png
img_test_0014_var05,CHEM-TE-0014,test,635.94,134,115,92,dim_underexposed,0.707,0.968,0.949,0.962,2.17,0,-1.04,22.6,35.7,32.6,synthetic_wristband_dataset\test\img_test_0014_var05.png
img_test_0014_var06,CHEM-TE-0014,test,635.94,134,115,92,mild_camera_blur,0.982,1.017,0.992,1.009,1.1,3,0.28,27.9,55.9,11.5,synthetic_wristband_dataset\test\img_test_0014_var06.png
img_test_0014_var07,CHEM-TE-0014,test,635.94,134,115,92,warm_dim_light,0.8,1.154,0.964,0.86,1.76,0,2.12,24.6,42.5,33.1,synthetic_wristband_dataset\test\img_test_0014_var07.png
img_test_0014_var08,CHEM-TE-0014,test,635.94,134,115,92,cool_bright_light,1.157,0.901,0.965,1.12,0.48,0,-2.42,20.7,53.8,7.0,synthetic_wristband_dataset\test\img_test_0014_var08.png
img_test_0014_var09,CHEM-TE-0014,test,635.94,134,115,92,high_sensor_noise,0.91,1.013,0.99,1.013,2.86,0,0.46,27.2,48.1,14.5,synthetic_wristband_dataset\test\img_test_0014_var09.png
img_test_0014_var10,CHEM-TE-0014,test,635.94,134,115,92,mild_angle_shift,1.048,1.04,0.965,0.97,1.17,0,2.56,29.6,75.1,27.3,synthetic_wristband_dataset\test\img_test_0014_var10.png
img_test_0015_var01,CHEM-TE-0015,test,848.57,112,93,71,neutral_daylight,0.993,1.018,1.003,1.004,0.33,0,0.05,31.0,32.2,28.5,synthetic_wristband_dataset\test\img_test_0015_var01.png
img_test_0015_var02,CHEM-TE-0015,test,848.57,112,93,71,warm_tungsten,0.92,1.171,0.952,0.839,1.12,0,1.2,28.2,60.5,33.7,synthetic_wristband_dataset\test\img_test_0015_var02.png
img_test_0015_var03,CHEM-TE-0015,test,848.57,112,93,71,cool_fluorescent,1.047,0.89,0.977,1.126,0.9,0,-1.34,27.8,40.0,27.3,synthetic_wristband_dataset\test\img_test_0015_var03.png
img_test_0015_var04,CHEM-TE-0015,test,848.57,112,93,71,bright_diffuse,1.216,1.02,1.011,1.032,0.21,0,0.35,30.8,71.1,11.4,synthetic_wristband_dataset\test\img_test_0015_var04.png
img_test_0015_var05,CHEM-TE-0015,test,848.57,112,93,71,dim_underexposed,0.694,0.966,0.94,0.963,2.02,0,-1.09,29.4,60.1,4.8,synthetic_wristband_dataset\test\img_test_0015_var05.png
img_test_0015_var06,CHEM-TE-0015,test,848.57,112,93,71,mild_camera_blur,1.011,0.999,0.997,1.012,1.32,3,-0.14,19.5,79.3,11.1,synthetic_wristband_dataset\test\img_test_0015_var06.png
img_test_0015_var07,CHEM-TE-0015,test,848.57,112,93,71,warm_dim_light,0.808,1.153,0.978,0.844,1.97,0,2.29,31.1,64.8,22.4,synthetic_wristband_dataset\test\img_test_0015_var07.png
img_test_0015_var08,CHEM-TE-0015,test,848.57,112,93,71,cool_bright_light,1.136,0.919,0.987,1.099,0.51,0,-1.99,27.5,44.3,23.2,synthetic_wristband_dataset\test\img_test_0015_var08.png
img_test_0015_var09,CHEM-TE-0015,test,848.57,112,93,71,high_sensor_noise,0.873,0.999,1.006,0.984,2.9,0,0.5,20.4,41.8,35.4,synthetic_wristband_dataset\test\img_test_0015_var09.png
img_test_0015_var10,CHEM-TE-0015,test,848.57,112,93,71,mild_angle_shift,1.031,1.049,0.978,0.955,0.84,0,2.65,25.7,70.7,21.2,synthetic_wristband_dataset\test\img_test_0015_var10.png
img_test_0016_var01,CHEM-TE-0016,test,0.0,245,240,222,neutral_daylight,0.976,1.005,1.015,0.996,0.44,0,0.22,20.6,37.0,38.7,synthetic_wristband_dataset\test\img_test_0016_var01.png
img_test_0016_var02,CHEM-TE-0016,test,0.0,245,240,222,warm_tungsten,0.909,1.185,0.947,0.829,1.11,0,1.11,32.2,61.8,20.4,synthetic_wristband_dataset\test\img_test_0016_var02.png
img_test_0016_var03,CHEM-TE-0016,test,0.0,245,240,222,cool_fluorescent,1.055,0.888,0.988,1.126,0.74,0,-1.44,21.8,41.5,26.5,synthetic_wristband_dataset\test\img_test_0016_var03.png
img_test_0016_var04,CHEM-TE-0016,test,0.0,245,240,222,bright_diffuse,1.203,1.002,1.003,1.022,0.36,0,0.56,35.0,60.9,33.4,synthetic_wristband_dataset\test\img_test_0016_var04.png
img_test_0016_var05,CHEM-TE-0016,test,0.0,245,240,222,dim_underexposed,0.737,0.968,0.963,0.932,2.04,0,-0.99,33.3,57.4,33.8,synthetic_wristband_dataset\test\img_test_0016_var05.png
img_test_0016_var06,CHEM-TE-0016,test,0.0,245,240,222,mild_camera_blur,0.989,0.99,1.001,1.014,1.07,3,-0.22,28.4,39.5,26.3,synthetic_wristband_dataset\test\img_test_0016_var06.png
img_test_0016_var07,CHEM-TE-0016,test,0.0,245,240,222,warm_dim_light,0.786,1.137,0.966,0.837,1.85,0,1.98,22.5,64.2,19.3,synthetic_wristband_dataset\test\img_test_0016_var07.png
img_test_0016_var08,CHEM-TE-0016,test,0.0,245,240,222,cool_bright_light,1.138,0.92,0.967,1.116,0.61,0,-2.3,31.0,58.8,7.8,synthetic_wristband_dataset\test\img_test_0016_var08.png
img_test_0016_var09,CHEM-TE-0016,test,0.0,245,240,222,high_sensor_noise,0.885,1.002,1.013,0.982,3.07,0,0.33,25.2,55.0,19.2,synthetic_wristband_dataset\test\img_test_0016_var09.png
img_test_0016_var10,CHEM-TE-0016,test,0.0,245,240,222,mild_angle_shift,1.036,1.031,0.972,0.945,0.87,0,2.71,25.5,62.0,10.8,synthetic_wristband_dataset\test\img_test_0016_var10.png
img_test_0017_var01,CHEM-TE-0017,test,806.29,116,97,74,neutral_daylight,0.991,1.013,0.986,0.999,0.59,0,0.16,22.3,66.5,29.6,synthetic_wristband_dataset\test\img_test_0017_var01.png
img_test_0017_var02,CHEM-TE-0017,test,806.29,116,97,74,warm_tungsten,0.924,1.198,0.979,0.827,0.86,0,1.5,19.8,71.4,30.8,synthetic_wristband_dataset\test\img_test_0017_var02.png
img_test_0017_var03,CHEM-TE-0017,test,806.29,116,97,74,cool_fluorescent,1.033,0.868,0.993,1.147,0.65,0,-1.61,28.8,59.8,36.9,synthetic_wristband_dataset\test\img_test_0017_var03.png
img_test_0017_var04,CHEM-TE-0017,test,806.29,116,97,74,bright_diffuse,1.216,1.01,1.037,1.011,0.13,0,0.37,30.1,67.3,12.3,synthetic_wristband_dataset\test\img_test_0017_var04.png
img_test_0017_var05,CHEM-TE-0017,test,806.29,116,97,74,dim_underexposed,0.746,0.968,0.936,0.943,2.22,0,-0.58,28.7,77.3,30.5,synthetic_wristband_dataset\test\img_test_0017_var05.png
img_test_0017_var06,CHEM-TE-0017,test,806.29,116,97,74,mild_camera_blur,1.024,1.011,0.984,0.983,1.27,3,0.14,27.8,42.9,34.1,synthetic_wristband_dataset\test\img_test_0017_var06.png
img_test_0017_var07,CHEM-TE-0017,test,806.29,116,97,74,warm_dim_light,0.823,1.155,0.989,0.832,1.88,0,1.71,22.0,56.1,11.5,synthetic_wristband_dataset\test\img_test_0017_var07.png
img_test_0017_var08,CHEM-TE-0017,test,806.29,116,97,74,cool_bright_light,1.159,0.924,0.979,1.083,0.77,0,-2.44,21.5,53.6,26.9,synthetic_wristband_dataset\test\img_test_0017_var08.png
img_test_0017_var09,CHEM-TE-0017,test,806.29,116,97,74,high_sensor_noise,0.921,0.994,1.014,1.01,3.15,0,0.46,25.6,66.2,8.1,synthetic_wristband_dataset\test\img_test_0017_var09.png
img_test_0017_var10,CHEM-TE-0017,test,806.29,116,97,74,mild_angle_shift,1.004,1.021,0.973,0.977,1.07,0,2.6,29.9,75.0,27.2,synthetic_wristband_dataset\test\img_test_0017_var10.png
img_test_0018_var01,CHEM-TE-0018,test,602.35,138,120,96,neutral_daylight,1.029,1.006,0.998,1.002,0.6,0,-0.13,30.9,36.1,29.6,synthetic_wristband_dataset\test\img_test_0018_var01.png
img_test_0018_var02,CHEM-TE-0018,test,602.35,138,120,96,warm_tungsten,0.947,1.195,0.945,0.825,1.16,0,1.12,20.9,37.5,28.6,synthetic_wristband_dataset\test\img_test_0018_var02.png
img_test_0018_var03,CHEM-TE-0018,test,602.35,138,120,96,cool_fluorescent,1.024,0.868,0.987,1.124,0.64,0,-1.41,30.0,68.6,4.7,synthetic_wristband_dataset\test\img_test_0018_var03.png
img_test_0018_var04,CHEM-TE-0018,test,602.35,138,120,96,bright_diffuse,1.218,1.035,1.032,1.037,0.39,0,0.4,23.3,42.8,6.4,synthetic_wristband_dataset\test\img_test_0018_var04.png
img_test_0018_var05,CHEM-TE-0018,test,602.35,138,120,96,dim_underexposed,0.719,0.931,0.952,0.936,2.27,0,-1.02,22.6,59.4,34.3,synthetic_wristband_dataset\test\img_test_0018_var05.png
img_test_0018_var06,CHEM-TE-0018,test,602.35,138,120,96,mild_camera_blur,0.989,1.006,1.019,1.007,1.25,3,0.13,21.5,59.2,35.3,synthetic_wristband_dataset\test\img_test_0018_var06.png
img_test_0018_var07,CHEM-TE-0018,test,602.35,138,120,96,warm_dim_light,0.795,1.134,0.982,0.868,1.83,0,2.28,27.7,38.2,29.5,synthetic_wristband_dataset\test\img_test_0018_var07.png
img_test_0018_var08,CHEM-TE-0018,test,602.35,138,120,96,cool_bright_light,1.152,0.932,0.962,1.083,0.42,0,-2.41,31.6,69.2,8.9,synthetic_wristband_dataset\test\img_test_0018_var08.png
img_test_0018_var09,CHEM-TE-0018,test,602.35,138,120,96,high_sensor_noise,0.921,1.013,0.99,1.005,2.91,0,0.34,34.8,42.2,23.9,synthetic_wristband_dataset\test\img_test_0018_var09.png
img_test_0018_var10,CHEM-TE-0018,test,602.35,138,120,96,mild_angle_shift,1.022,1.031,0.994,0.959,1.07,0,3.06,25.1,69.8,14.4,synthetic_wristband_dataset\test\img_test_0018_var10.png
img_test_0019_var01,CHEM-TE-0019,test,1023.14,98,78,58,neutral_daylight,1.0,0.99,1.016,0.996,0.5,0,0.26,26.6,48.2,30.0,synthetic_wristband_dataset\test\img_test_0019_var01.png
img_test_0019_var02,CHEM-TE-0019,test,1023.14,98,78,58,warm_tungsten,0.927,1.176,0.95,0.829,1.2,0,1.38,29.9,43.9,4.1,synthetic_wristband_dataset\test\img_test_0019_var02.png
img_test_0019_var03,CHEM-TE-0019,test,1023.14,98,78,58,cool_fluorescent,1.075,0.873,0.96,1.137,0.77,0,-1.32,23.3,38.5,4.1,synthetic_wristband_dataset\test\img_test_0019_var03.png
img_test_0019_var04,CHEM-TE-0019,test,1023.14,98,78,58,bright_diffuse,1.242,1.037,1.005,1.018,0.38,0,0.39,24.0,35.7,32.6,synthetic_wristband_dataset\test\img_test_0019_var04.png
img_test_0019_var05,CHEM-TE-0019,test,1023.14,98,78,58,dim_underexposed,0.712,0.942,0.939,0.936,2.11,0,-0.99,21.8,42.6,30.9,synthetic_wristband_dataset\test\img_test_0019_var05.png
